source	target	weigh	bootscore	confidence
hgi__apob	ruminococcus_gnavus	0.017977482	0.92	0.016539284
dorea_unclassified	16s rrna cytosine1402-n4-methyltransferase	0.164086438	0.1	0.016408644
m__hmdb00715	ruminococcus_bromii	0.018026437	0.91	0.016404058
m__hmdb00764	ruminococcus_obeum	0.029804322	0.55	0.016392377
2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	m__hmdb00097	0.016116794	1	0.016116794
l-lactate dehydrogenase	m__hmdb01257	0.10656958	0.15	0.015985437
dna-directed rna polymerase	m__hmdb00269	-0.015743732	1	0.015743732
klebsiella_pneumoniae	l-lactate dehydrogenase	-0.015716796	1	0.015716796
shikimate kinase	m__hmdb00806	0.01563396	1	0.01563396
m__hmdb00014	bacteroides_thetaiotaomicron	0.046659227	0.33	0.015397545
m__hmdb00098	pseudomonas_unclassified	-0.020176961	0.76	0.015334491
glyceraldehyde-3-phosphate dehydrogenase phosphorylating	m__hmdb00626	0.027124421	0.56	0.015189676
methylaspartate mutase	m__hmdb00365	0.027533611	0.55	0.015143486
m__hmdb01895	dorea_unclassified	0.044495461	0.34	0.015128457
hydroxylamine reductase	m__hmdb00097	-0.01575023	0.96	0.015120221
klebsiella_pneumoniae	methylaspartate mutase	0.015119145	1	0.015119145
m__hmdb00452	coprococcus_comes	0.060182662	0.25	0.015045665
formate-c-acetyltransferase-activating enzyme	formate-c-acetyltransferase-activating enzyme	0.014961327	1	0.014961327
roseburia_intestinalis	roseburia_intestinalis	0.014760677	1	0.014760677
serine o-acetyltransferase	serine o-acetyltransferase	0.014740825	1	0.014740825
m__hmdb00030	clostridium_clostridioforme	0.014422105	1	0.014422105
ruminococcus_gnavus	3-hydroxybutyryl-coa dehydrogenase	-0.017700034	0.81	0.014337027
pyruvate carboxylase	m__hmdb01257	-0.071500062	0.2	0.014300012
shikimate kinase	m__hmdb00806	0.014299054	1	0.014299054
m__hmdb00715	clostridium_asparagiforme	0.017217907	0.83	0.014290863
klebsiella_pneumoniae	protein-npi-phosphohistidine-sugar phosphotransferase	-0.014994084	0.95	0.014244379
m__hmdb00247	burkholderiales_bacterium_1_1_47	0.019234028	0.74	0.014233181
m__hmdb00139	ruminococcus_lactaris	0.064509186	0.22	0.014192021
flavonifractor_plautii	nadh dehydrogenase quinone	-0.038348631	0.37	0.014188993
clostridiales_bacterium_1_7_47faa	dna-directed rna polymerase	0.140042382	0.1	0.014004238
m__hmdb01257	escherichia_coli	0.013912587	1	0.013912587
dna-directed rna polymerase	m__hmdb00562	0.013771958	1	0.013771958
klebsiella_pneumoniae	ubiquinol oxidase electrogenic: non h+-transporting	0.013593932	1	0.013593932
roseburia_intestinalis	acetyl-coa c-acetyltransferase	0.015879623	0.84	0.013338883
roseburia_intestinalis	histidine kinase	0.013337455	1	0.013337455
m__hmdb02329	veillonella_dispar	-0.013335038	1	0.013335038
m__hmdb00247	ruminococcus_torques	0.019580739	0.68	0.013314903
bilophila_wadsworthia	glutamate decarboxylase	0.042684745	0.31	0.013232271
m__hmdb02123	bacteroides_faecis	0.060119951	0.22	0.013226389
dihydroorotate dehydrogenase quinone	m__hmdb00014	-0.014858304	0.89	0.01322389
bacteroides_fragilis	h+-transporting two-sector atpase	0.013601729	0.97	0.013193677
hgi__defa5	bacteroides_cellulosilyticus	0.013279727	0.98	0.013014132
ruminococcus_obeum	serine o-acetyltransferase	-0.037082154	0.35	0.012978754
rna helicase	m__hmdb01991	0.025421872	0.51	0.012965155
m__hmdb00156	eubacterium_hallii	0.080521045	0.16	0.012883367
hgi__defa5	parabacteroides_merdae	-0.014932231	0.86	0.012841719
m__hmdb00118	bacteroides_vulgatus	0.023168678	0.55	0.012742773
m__hmdb00043	bacteroides_stercoris	0.074719524	0.17	0.012702319
veillonella_unclassified	3-hydroxyacyl-acyl-carrier-protein dehydratase	0.01871737	0.67	0.012540638
m__hmdb00174	dorea_longicatena	0.032672321	0.38	0.012415482
peptidylprolyl isomerase	m__hmdb00036	-0.017536473	0.7	0.012275531
2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	m__hmdb01991	0.064082512	0.19	0.012175677
roseburia_hominis	3-hydroxyacyl-coa dehydrogenase	0.025858626	0.47	0.012153554
fructose-bisphosphate aldolase	m__hmdb00239	-0.026742907	0.45	0.012034308
c2likevirus_unclassified	shikimate kinase	-0.015413516	0.78	0.012022542
m__hmdb03464	veillonella_dispar	0.059987627	0.2	0.011997525
dialister_invisus	dialister_invisus	0.011950702	1	0.011950702
m__hmdb00262	clostridium_bartlettii	0.01456044	0.82	0.01193956
clostridium_bolteae	hydroxylamine reductase	0.016229574	0.73	0.011847589
bacteroides_fragilis	h+-transporting two-sector atpase	0.014948117	0.79	0.011809012
m__hmdb00089	veillonella_dispar	0.011883334	0.99	0.0117645
roseburia_unclassified	acetyl-coa c-acetyltransferase	0.046547698	0.25	0.011636925
hydroxylamine reductase	m__hmdb00239	-0.044186223	0.26	0.011488418
acetyl-coa c-acetyltransferase	m__hmdb00056	0.019321645	0.59	0.01139977
m__hmdb02123	ruminococcus_bromii	0.018306257	0.62	0.011349879
transaldolase	transaldolase	0.011269644	1	0.011269644
escherichia_coli	ribulose-bisphosphate carboxylase	0.011086364	1	0.011086364
clostridium_leptum	peptidylprolyl isomerase	-0.051888136	0.21	0.010896509
bacteroides_ovatus	glucose-6-phosphate dehydrogenase nadp+	0.027674945	0.39	0.010793228
m__hmdb00262	dorea_unclassified	-0.012060867	0.89	0.010734171
16s rrna cytosine1402-n4-methyltransferase	m__hmdb00056	0.011770766	0.91	0.010711397
bacteroides_uniformis	glucose-6-phosphate dehydrogenase nadp+	0.019731031	0.54	0.010654757
ruminococcus_gnavus	fe3+-transporting atpase	-0.010636401	1	0.010636401
hgr__hla-b	bacteroides_fragilis	-0.014492198	0.73	0.010579305
m__hmdb00715	clostridium_asparagiforme	0.013902579	0.75	0.010426934
endopeptidase clp	m__hmdb01149	-0.011997261	0.86	0.010317644
hgi__igj	veillonella_atypica	0.01100618	0.93	0.010235748
propionibacterium_acnes	fructose-bisphosphate aldolase	0.07830423	0.13	0.01017955
sutterella_wadsworthensis	glucose-1-phosphate adenylyltransferase	0.025403701	0.4	0.010161481
oscillibacter_unclassified	aldose 1-epimerase	0.024020948	0.42	0.010088798
orotidine-5-phosphate decarboxylase	m__hmdb00619	-0.029521143	0.34	0.010037189
bilophila_unclassified	nadh dehydrogenase quinone	0.035805858	0.28	0.01002564
streptococcus_parasanguinis	16s rrna cytosine1402-n4-methyltransferase	0.070546207	0.14	0.009876469
m__hmdb00094	flavonifractor_plautii	-0.089554672	0.11	0.009851014
beta-ketoacyl-acyl-carrier-protein synthase ii	m__hmdb00128	0.009784304	0.99	0.009686461
enoyl-coa hydratase	m__hmdb00101	-0.035446478	0.27	0.009570549
triose-phosphate isomerase	m__hmdb00036	0.018604274	0.51	0.00948818
clostridiaceae_bacterium_jc118	triose-phosphate isomerase	-0.072339982	0.13	0.009404198
lachnospiraceae_bacterium_3_1_57faa_ct1	phosphogluconate dehydrogenase nadp+-dependent decarboxylating	0.039155788	0.24	0.009397389
escherichia_unclassified	pyridoxal 5-phosphate synthase glutamine hydrolyzing	-0.017507734	0.52	0.009104022
m__hmdb00067	clostridiales_bacterium_1_7_47faa	0.009042658	1	0.009042658
acetyl-coa c-acetyltransferase	m__hmdb00619	-0.017044792	0.53	0.00903374
hgr__igj	clostridium_hathewayi	0.009013199	1	0.009013199
clostridium_leptum	phosphoenolpyruvate carboxykinase atp	-0.034428223	0.26	0.008951338
m__hmdb00195	bifidobacterium_adolescentis	-0.073745847	0.12	0.008849502
pyridoxine 5-phosphate synthase	m__hmdb00619	-0.022029447	0.4	0.008811779
roseburia_inulinivorans	glucose-1-phosphate adenylyltransferase	-0.021237357	0.41	0.008707316
lachnospiraceae_bacterium_1_1_57faa	adenosylmethionine-8-amino-7-oxononanoate transaminase	0.015524284	0.56	0.008693599
roseburia_inulinivorans	shikimate kinase	0.008757063	0.99	0.008669493
m__hmdb00251	ruminococcus_lactaris	0.018391133	0.47	0.008643833
m__hmdb00262	coprococcus_comes	-0.020542421	0.42	0.008627817
m__hmdb00630	dorea_unclassified	0.0157857	0.54	0.008524278
roseburia_intestinalis	histidine kinase	0.008684436	0.98	0.008510747
2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	m__hmdb00043	0.008505512	1	0.008505512
hgi__clca1	parabacteroides_unclassified	0.010710214	0.79	0.008461069
prevotella_copri	beta-ketoacyl-acyl-carrier-protein synthase ii	0.008592093	0.98	0.008420251
m__hmdb00043	bacteroides_xylanisolvens	0.015527044	0.54	0.008384604
m__hmdb00174	alistipes_onderdonkii	0.037532279	0.22	0.008257101
nadh dehydrogenase quinone	m__hmdb00128	0.009058092	0.91	0.008242864
m__hmdb00128	bifidobacterium_longum	0.024220124	0.34	0.008234842
roseburia_inulinivorans	enoyl-coa hydratase	-0.008177069	1	0.008177069
rna helicase	m__hmdb01149	-0.00814848	1	0.00814848
bacteroides_dorei	s-ribosylhomocysteine lyase	-0.008140734	1	0.008140734
streptococcus_thermophilus	dna-directed rna polymerase	0.062609539	0.13	0.00813924
lachnospiraceae_bacterium_3_1_57faa_ct1	3-methyl-2-oxobutanoate hydroxymethyltransferase	0.029025897	0.28	0.008127251
lachnospiraceae_bacterium_1_1_57faa	pyridoxine 5-phosphate synthase	0.011645599	0.68	0.007919007
glycerate 3-kinase	m__hmdb10169	0.007950617	0.99	0.007871111
m__hmdb00118	bacteroides_massiliensis	0.051953336	0.15	0.007793
m__hmdb00174	clostridiaceae_bacterium_jc118	0.007778622	1	0.007778622
m__hmdb00619	akkermansia_muciniphila	0.015497208	0.5	0.007748604
m__hmdb02322	bacteroides_fragilis	0.012831908	0.6	0.007699145
glyceraldehyde-3-phosphate dehydrogenase phosphorylating	m__hmdb00128	-0.009481344	0.81	0.007679889
veillonella_atypica	l-serine ammonia-lyase	-0.0247378	0.31	0.007668718
bacteroides_massiliensis	phosphoglycerate mutase 2:3-diphosphoglycerate-dependent	0.014173892	0.54	0.007653902
bacteroides_dorei	glycerate 3-kinase	0.010628443	0.72	0.007652479
prevotella_copri	nadh dehydrogenase quinone	0.008050723	0.95	0.007648187
m__hmdb00094	roseburia_unclassified	0.034728038	0.22	0.007640168
;  q06996: l_sendf    ;  o55528: l_sendo	m__hmdb00699	0.044489556	0.17	0.007563224
m__hmdb00448	lachnospiraceae_bacterium_7_1_58faa	-0.013360762	0.56	0.007482027
klebsiella_pneumoniae	nadh	-0.007998356	0.92	0.007358487
nadh dehydrogenase quinone	m__hmdb00014	0.009023357	0.81	0.007308919
methylaspartate mutase	m__hmdb00247	-0.007996378	0.91	0.007276704
m__hmdb00067	holdemania_filiformis	0.00976174	0.74	0.007223687
bacteroides_eggerthii	pyruvate carboxylase	0.008703161	0.83	0.007223624
bilophila_wadsworthia	3-methyl-2-oxobutanoate hydroxymethyltransferase	-0.025554326	0.28	0.007155211
m__hmdb00101	m__hmdb00101	0.007130313	1	0.007130313
m__hmdb00870	ruminococcaceae_bacterium_d16	0.009333737	0.76	0.00709364
bacteroides_vulgatus	bacteroides_vulgatus	0.007012984	1	0.007012984
hgr__b2m	dialister_invisus	0.006945667	1	0.006945667
m__hmdb00269	eubacterium_hallii	-0.006935651	1	0.006935651
m__hmdb00089	veillonella_unclassified	0.01110961	0.61	0.006776862
escherichia_coli	ribulose-bisphosphate carboxylase	0.008687624	0.78	0.006776347
ruminococcus_gnavus	h+-transporting two-sector atpase	-0.01609944	0.42	0.006761765
m__hmdb01257	ruminococcus_gnavus	0.006991117	0.95	0.006641561
thymidylate synthase	m__hmdb10169	0.008176358	0.81	0.00662285
prevotella_copri	preq1 synthase	0.006621135	0.99	0.006554923
m__hmdb03464	streptococcus_thermophilus	0.015807758	0.41	0.006481181
roseburia_hominis	protein-npi-phosphohistidine-sugar phosphotransferase	0.012192788	0.53	0.006462178
16s rrna cytosine1402-n4-methyltransferase	m__hmdb00101	-0.016513819	0.39	0.006440389
propionibacterium_acnes	preq1 synthase	0.064235667	0.1	0.006423567
m__hmdb02329	streptococcus_parasanguinis	0.014895905	0.43	0.006405239
aspartate ammonia-lyase	m__hmdb00365	-0.012416252	0.51	0.006332288
hgr__igj	bacteroides_fragilis	0.00943834	0.67	0.006323688
bacteroides_eggerthii	beta-lactamase	0.010177389	0.62	0.006309981
rna helicase	m__hmdb00637	-0.006186172	1	0.006186172
faecalibacterium_prausnitzii	acetyl-coa c-acetyltransferase	0.007032241	0.87	0.006118049
2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase	m__hmdb00101	0.050491815	0.12	0.006059018
bilophila_unclassified	glutamate decarboxylase	0.018709634	0.32	0.005987083
m__hmdb10169	bacteroides_xylanisolvens	0.013602165	0.44	0.005984953
hgi__b2m	eubacterium_rectale	0.006953329	0.86	0.005979863
nadh dehydrogenase quinone	m__hmdb00562	0.009187405	0.65	0.005971813
parasutterella_excrementihominis	shikimate kinase	-0.04882273	0.12	0.005858728
m__hmdb00138	bacteroides_fragilis	0.034454009	0.17	0.005857182
dna-directed rna polymerase	m__hmdb00138	0.006490985	0.9	0.005841887
hgi__anpep	faecalibacterium_prausnitzii	0.032411216	0.18	0.005834019
eubacterium_eligens	eubacterium_eligens	0.005825093	1	0.005825093
hgr__igj	bacteroides_fragilis	0.018635735	0.31	0.005777078
klebsiella_pneumoniae	3-hydroxyacyl-acyl-carrier-protein dehydratase	0.005766806	1	0.005766806
m__hmdb00036	barnesiella_intestinihominis	0.006186172	0.93	0.00575314
m__hmdb03464	roseburia_intestinalis	0.044197379	0.13	0.005745659
m__hmdb00448	clostridiaceae_bacterium_jc118	-0.006816716	0.84	0.005726041
uridine kinase	m__hmdb00036	0.008149	0.7	0.0057043
klebsiella_pneumoniae	fructose-bisphosphate aldolase	0.005643852	1	0.005643852
roseburia_hominis	3-hydroxyacyl-coa dehydrogenase	0.02085132	0.27	0.005629856
bacteroides_uniformis	superoxide dismutase	0.005837934	0.95	0.005546037
roseburia_hominis	phosphopyruvate hydratase	0.016748241	0.33	0.005526919
lachnospiraceae_bacterium_7_1_58faa	pyridoxine 5-phosphate synthase	0.034484259	0.16	0.005517481
roseburia_inulinivorans	ubiquinol oxidase electrogenic: non h+-transporting	-0.005574809	0.98	0.005463313
glycerol kinase	m__hmdb00269	0.015058269	0.36	0.005420977
hgr__atp1a1	bacteroides_xylanisolvens	0.005411005	1	0.005411005
roseburia_hominis	triose-phosphate isomerase	0.009465577	0.57	0.005395379
bacteroides_eggerthii	2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	0.005896547	0.89	0.005247927
hgi__reg1a	parabacteroides_distasonis	0.005166254	1	0.005166254
roseburia_inulinivorans	dihydrolipoyl dehydrogenase	-0.008898088	0.58	0.005160891
roseburia_inulinivorans	s-ribosylhomocysteine lyase	0.009204065	0.56	0.005154277
2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase	m__hmdb00619	-0.019003303	0.27	0.005130892
ribulose-phosphate 3-epimerase	m__hmdb00637	-0.00866018	0.59	0.005109506
hgr__krt8	haemophilus_parainfluenzae	-0.005662039	0.9	0.005095835
m__hmdb01257	veillonella_atypica	0.005061641	1	0.005061641
lachnospiraceae_bacterium_3_1_57faa_ct1	glutamate decarboxylase	-0.033650253	0.15	0.005047538
roseburia_inulinivorans	peroxiredoxin	-0.009291561	0.54	0.005017443
l-serine ammonia-lyase	m__hmdb00039	0.006702212	0.73	0.004892615
aspartate ammonia-lyase	m__hmdb00039	-0.005059888	0.94	0.004756295
klebsiella_pneumoniae	adenosylmethionine-8-amino-7-oxononanoate transaminase	0.004904548	0.96	0.004708366
hgr__lgals4	faecalibacterium_prausnitzii	0.009795094	0.48	0.004701645
m__hmdb04193	bacteroides_stercoris	0.046403872	0.1	0.004640387
parabacteroides_unclassified	ribulose-phosphate 3-epimerase	0.007338321	0.63	0.004623142
eubacterium_eligens	phosphogluconate dehydrogenase nadp+-dependent decarboxylating	-0.007824069	0.59	0.004616201
hgr__tmsb4x	veillonella_parvula	-0.004755663	0.97	0.004612993
pyridoxine 5-phosphate synthase	m__hmdb00637	-0.011492491	0.4	0.004596996
eubacterium_siraeum	3-hydroxybutyryl-coa dehydrogenase	0.010206031	0.44	0.004490653
hgr__b2m	ruminococcus_torques	0.006304418	0.71	0.004476137
clostridium_leptum	beta-ketoacyl-acyl-carrier-protein synthase ii	-0.020315494	0.22	0.004469409
veillonella_dispar	beta-lactamase	-0.018596866	0.24	0.004463248
klebsiella_pneumoniae	pyridoxal 5-phosphate synthase glutamine hydrolyzing	-0.005040899	0.88	0.004435991
m__hmdb00448	roseburia_inulinivorans	-0.044225834	0.1	0.004422583
serine o-acetyltransferase	m__hmdb10169	0.004407341	1	0.004407341
dorea_formicigenerans	preq1 synthase	0.040004327	0.11	0.004400476
bilophila_wadsworthia	pyridoxal 5-phosphate synthase glutamine hydrolyzing	-0.029182177	0.15	0.004377327
m__hmdb00139	dorea_formicigenerans	-0.025671693	0.17	0.004364188
prevotella_copri	preq1 synthase	0.004348331	1	0.004348331
m__hmdb00089	bacteroides_stercoris	0.009649246	0.45	0.004342161
bacteroides_xylanisolvens	superoxide dismutase	-0.011620724	0.37	0.004299668
propionibacterium_acnes	thymidylate synthase	-0.017828594	0.24	0.004278862
m__hmdb00262	ruminococcus_callidus	0.020195856	0.21	0.00424113
ubiquinol oxidase electrogenic: non h+-transporting	m__hmdb00138	-0.010820184	0.39	0.004219872
hgr__fabp1	oscillibacter_unclassified	0.007217091	0.58	0.004185913
m__hmdb00098	burkholderiales_bacterium_1_1_47	0.026159352	0.16	0.004185496
ruminococcus_gnavus	peroxiredoxin	0.009085995	0.46	0.004179558
ruminococcus_gnavus	3-hydroxyacyl-coa dehydrogenase	-0.00946223	0.44	0.004163381
glyceraldehyde-3-phosphate dehydrogenase phosphorylating	m__hmdb00030	0.013398364	0.31	0.004153493
odoribacter_splanchnicus	pyridoxal 5-phosphate synthase glutamine hydrolyzing	0.007227283	0.57	0.004119551
m__hmdb00139	ruminococcaceae_bacterium_d16	-0.023958868	0.17	0.004073008
bacterial non-heme ferritin	m__hmdb00806	-0.004056608	1	0.004056608
roseburia_hominis	triose-phosphate isomerase	0.009609864	0.42	0.004036143
coprococcus_comes	5-formyltetrahydrofolate cyclo-ligase	-0.036298846	0.11	0.003992873
fructose-bisphosphate aldolase	m__hmdb10169	-0.005228626	0.76	0.003973755
hgr__slc26a3	bacteroides_stercoris	-0.00480682	0.82	0.003941592
eubacterium_siraeum	glycerol kinase	0.007037767	0.56	0.003941149
m__hmdb00139	anaerostipes_hadrus	-0.026202741	0.15	0.003930411
m__hmdb04193	ruminococcus_obeum	0.011837489	0.33	0.003906371
lachnospiraceae_bacterium_3_1_46faa	ribulose-phosphate 3-epimerase	-0.013313629	0.29	0.003860952
dephospho-coa kinase	m__hmdb00089	-0.014293096	0.27	0.003859136
bacteroides_vulgatus	bacteroides_vulgatus	0.003806198	1	0.003806198
hgi__hla-dra	bilophila_unclassified	0.003793591	1	0.003793591
hgi__defa5	bacteroides_faecis	0.00675259	0.56	0.00378145
phosphopyruvate hydratase	m__hmdb00138	0.003929206	0.96	0.003772038
escherichia_coli	3-hydroxyacyl-acyl-carrier-protein dehydratase	0.004769612	0.79	0.003767993
m__hmdb00067	veillonella_parvula	0.013428358	0.28	0.00375994
eubacterium_ramulus	pyridoxine 5-phosphate synthase	-0.026420738	0.14	0.003698903
3-hydroxyacyl-acyl-carrier-protein dehydratase	m__hmdb00039	-0.0082151	0.45	0.003696795
dephospho-coa kinase	m__hmdb00014	-0.00945799	0.39	0.003688616
haemophilus_parainfluenzae	protein-npi-phosphohistidine-sugar phosphotransferase	0.008300981	0.44	0.003652431
hgi__apob	clostridium_bolteae	0.003791469	0.96	0.00363981
faecalibacterium_prausnitzii	5-formyltetrahydrofolate cyclo-ligase	0.004994226	0.72	0.003595842
m__hmdb01149	streptococcus_thermophilus	0.003815992	0.94	0.003587032
dihydroorotate dehydrogenase quinone	m__hmdb00101	-0.004587731	0.78	0.00357843
m__hmdb00067	dorea_unclassified	-0.004160856	0.86	0.003578336
hgi__reg1a	parabacteroides_distasonis	0.003536616	1	0.003536616
phosphogluconate dehydrogenase nadp+-dependent decarboxylating	m__hmdb00043	-0.00370035	0.94	0.003478329
m__hmdb00039	dorea_formicigenerans	-0.00533308	0.65	0.003466502
m__hmdb10169	dialister_invisus	0.019248807	0.18	0.003464785
klebsiella_pneumoniae	methylaspartate mutase	-0.003461211	1	0.003461211
eubacterium_ventriosum	glucose-1-phosphate adenylyltransferase	0.021516177	0.16	0.003442588
roseburia_inulinivorans	endopeptidase clp	-0.007781435	0.44	0.003423832
glucose-1-phosphate adenylyltransferase	m__hmdb00036	-0.011325464	0.3	0.003397639
eubacterium_hallii	16s rrna cytosine1402-n4-methyltransferase	-0.033908806	0.1	0.003390881
glyceraldehyde-3-phosphate dehydrogenase phosphorylating	m__hmdb01257	0.028188211	0.12	0.003382585
veillonella_dispar	h+-transporting two-sector atpase	0.022412828	0.15	0.003361924
m__hmdb00699	lachnospiraceae_bacterium_7_1_58faa	-0.018580194	0.18	0.003344435
m__hmdb00870	barnesiella_intestinihominis	0.020504932	0.16	0.003280789
m__hmdb00174	clostridiaceae_bacterium_jc118	0.004291024	0.76	0.003261178
m__hmdb00296	bacteroides_caccae	0.024821427	0.13	0.003226785
roseburia_inulinivorans	endopeptidase clp	-0.004840944	0.66	0.003195023
roseburia_inulinivorans	aspartate ammonia-lyase	0.004346182	0.73	0.003172713
hgr__krt8	bifidobacterium_longum	0.003137317	1	0.003137317
glutamate dehydrogenase nadp+	m__hmdb00030	-0.023996949	0.13	0.003119603
glutamate dehydrogenase	m__hmdb01257	-0.018332749	0.17	0.003116567
hgr__igj	clostridium_hathewayi	0.0031736	0.98	0.003110128
hgr__eef1a1	bifidobacterium_longum	-0.00312964	0.98	0.003067047
ribulose-phosphate 3-epimerase	m__hmdb00138	-0.006966565	0.44	0.003065289
m__hmdb00365	bacteroides_vulgatus	0.003040153	1	0.003040153
roseburia_inulinivorans	ubiquinol oxidase electrogenic: non h+-transporting	-0.006455203	0.47	0.003033946
hgi__olfm4	c2likevirus_unclassified	0.003028693	0.99	0.002998406
m__hmdb00296	barnesiella_intestinihominis	-0.029870166	0.1	0.002987017
m__hmdb00247	parasutterella_excrementihominis	0.007788189	0.38	0.002959512
bacteroides_uniformis	5-formyltetrahydrofolate cyclo-ligase	0.003452114	0.85	0.002934297
m__hmdb04610	odoribacter_splanchnicus	-0.002902022	1	0.002902022
roseburia_hominis	3-hydroxybutyryl-coa dehydrogenase	0.016043367	0.18	0.002887806
m__hmdb00715	lachnospiraceae_bacterium_8_1_57faa	0.011362979	0.25	0.002840745
m__hmdb00030	roseburia_unclassified	0.003400629	0.83	0.002822522
5-formyltetrahydrofolate cyclo-ligase	m__hmdb02322	0.019971709	0.14	0.002796039
ruminococcus_lactaris	dna-directed rna polymerase	-0.025181604	0.11	0.002769976
m__hmdb00039	bacteroides_faecis	-0.009850621	0.28	0.002758174
hydroxylamine reductase	m__hmdb00262	0.002828196	0.96	0.002715068
2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase	m__hmdb00222	-0.003515074	0.77	0.002706607
phosphoglycerate mutase 2:3-diphosphoglycerate-dependent	m__hmdb00239	0.007728958	0.35	0.002705135
m__hmdb00247	eubacterium_siraeum	-0.003544006	0.76	0.002693445
parabacteroides_unclassified	glucose-6-phosphate dehydrogenase nadp+	0.00488588	0.55	0.002687234
glycerate 3-kinase	m__hmdb02329	0.002796547	0.96	0.002684685
m__hmdb00020	dorea_longicatena	0.015648964	0.17	0.002660324
hgr__fabp1	eubacterium_ramulus	-0.002654686	1	0.002654686
coprococcus_catus	adenosylmethionine-8-amino-7-oxononanoate transaminase	-0.026539009	0.1	0.002653901
eubacterium_siraeum	eubacterium_siraeum	0.002651708	1	0.002651708
dna-directed rna polymerase	m__hmdb00956	0.002650608	1	0.002650608
fructose-bisphosphate aldolase	m__hmdb01991	0.02408115	0.11	0.002648926
hgr__krt8	escherichia_unclassified	-0.003949074	0.67	0.00264588
hgr__krt8	peptostreptococcaceae_noname_unclassified	-0.002634006	1	0.002634006
eubacterium_siraeum	eubacterium_siraeum	0.002623123	1	0.002623123
acetyl-coa c-acetyltransferase	m__hmdb01257	0.026133454	0.1	0.002613345
beta-lactamase	m__hmdb00510	-0.002607827	1	0.002607827
m__hmdb00269	coprococcus_catus	-0.002710094	0.96	0.00260169
glutamate dehydrogenase	m__hmdb00806	-0.003203722	0.81	0.002595015
hgi__hla-dra	bilophila_unclassified	0.003277772	0.79	0.00258944
h+-transporting two-sector atpase	m__hmdb00030	-0.008091858	0.32	0.002589395
clostridium_bartlettii	l-serine ammonia-lyase	0.021548073	0.12	0.002585769
m__hmdb00174	parasutterella_excrementihominis	0.009569708	0.27	0.002583821
akkermansia_muciniphila	akkermansia_muciniphila	0.002567188	1	0.002567188
m__hmdb00101	veillonella_unclassified	0.002508583	1	0.002508583
serine o-acetyltransferase	m__hmdb00870	0.002501185	1	0.002501185
hgi__reg1a	bacteroides_caccae	0.002871236	0.86	0.002469263
m__hmdb00452	holdemania_unclassified	-0.006299239	0.39	0.002456703
phosphopyruvate hydratase	m__hmdb00637	0.003039996	0.8	0.002431997
hgr__b2m	clostridium_bolteae	0.003241263	0.75	0.002430947
l-lactate dehydrogenase	m__hmdb00014	0.008075591	0.3	0.002422677
m__hmdb00039	alistipes_shahii	-0.009952234	0.24	0.002388536
m__hmdb00098	dorea_formicigenerans	-0.014770048	0.16	0.002363208
hgr__eef1a1	bifidobacterium_longum	-0.002701619	0.87	0.002350409
glutamate dehydrogenase nadp+	m__hmdb00138	-0.012304503	0.19	0.002337856
hgr__b2m	clostridium_symbiosum	0.002507232	0.93	0.002331725
roseburia_inulinivorans	dephospho-coa kinase	0.00401819	0.58	0.00233055
dna helicase	m__hmdb00239	-0.011012557	0.21	0.002312637
nadh	m__hmdb00262	-0.002539674	0.91	0.002311103
pyridoxine 5-phosphate synthase	m__hmdb02123	0.002290508	1	0.002290508
cytochrome-c oxidase	m__hmdb00482	0.002851538	0.8	0.00228123
lachnospiraceae_bacterium_1_1_57faa	ribulose-phosphate 3-epimerase	0.00812469	0.28	0.002274913
m__hmdb02329	eubacterium_eligens	0.002708159	0.84	0.002274853
m__hmdb00194	mitsuokella_unclassified	0.003425492	0.66	0.002260825
peptostreptococcaceae_noname_unclassified	l-lactate dehydrogenase	0.002413999	0.92	0.002220879
clostridium_leptum	hydroxylamine reductase	0.01298953	0.17	0.00220822
endopeptidase clp	m__hmdb00222	0.002321506	0.95	0.00220543
hgi__olfm4	c2likevirus_unclassified	0.011003808	0.2	0.002200762
phosphopyruvate hydratase	m__hmdb01257	0.012195315	0.18	0.002195157
m__hmdb11718	bacteroides_faecis	0.016602202	0.13	0.002158286
orotidine-5-phosphate decarboxylase	m__hmdb00296	0.003648679	0.59	0.002152721
escherichia_unclassified	ribulose-bisphosphate carboxylase	-0.016535129	0.13	0.002149567
m__hmdb02329	ruminococcus_lactaris	-0.002557897	0.83	0.002123054
m__hmdb00056	collinsella_aerofaciens	-0.002092177	1	0.002092177
m__hmdb00956	clostridium_leptum	0.002734103	0.75	0.002050577
m__hmdb00619	bacteroides_caccae	0.007556156	0.27	0.002040162
nadh	m__hmdb00138	0.006355932	0.32	0.002033898
shikimate kinase	m__hmdb00365	0.002666693	0.75	0.00200002
enoyl-coa hydratase	m__hmdb01991	0.018176928	0.11	0.001999462
protein-npi-phosphohistidine-sugar phosphotransferase	m__hmdb01257	0.01633276	0.12	0.001959931
3-methyl-2-oxobutanoate hydroxymethyltransferase	m__hmdb02322	-0.017232538	0.11	0.001895579
